reference,year,country_name,hdi_category,indicator_name,values
,,Hungary,HIGH HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,43
,,Poland,HIGH HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,62
,,Argentina,HIGH HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,67
,,United Arab Emirates,HIGH HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,19
,,Chile,HIGH HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,112
,,Bahrain,HIGH HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,77
,,Slovakia,HIGH HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,39
,,Lithuania,HIGH HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,100
,,Estonia,HIGH HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,64
,,Latvia,HIGH HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,83
,,Uruguay,HIGH HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,83
,,Croatia,HIGH HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,0
,,Costa Rica,HIGH HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,118
,,Bahamas,HIGH HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,67
,,Seychelles,HIGH HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,65
,,Cuba,HIGH HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,98
,,Mexico,HIGH HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,110
,,Bulgaria,HIGH HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,90
,,Saint Kitts and Nevis,HIGH HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,0
,,Tonga,HIGH HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,96
,,Libyan Arab Jamahiriya,HIGH HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,178
,,Antigua and Barbuda,HIGH HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,246
,,Oman,HIGH HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,108
,,Trinidad and Tobago,HIGH HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,..
,,Romania,HIGH HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,82
,,Saudi Arabia,HIGH HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,38
,,Panama,HIGH HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,131
,,Malaysia,HIGH HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,73
,,Belarus,HIGH HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,46
,,Mauritius,HIGH HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,32
,,Bosnia and Herzegovina,HIGH HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,71
,,Russian Federation,HIGH HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,30
,,Albania,HIGH HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,25
,,Macedonia (TFYR),HIGH HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,66
,,Brazil,HIGH HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,53
,,Dominica,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,35
,,Saint Lucia,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,92
,,Kazakhstan,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,72
,,Venezuela (Bolivarian Republic of),MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,73
,,Colombia,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,26
,,Ukraine,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,..
,,Samoa,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,66
,,Thailand,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,73
,,Dominican Republic,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,76
,,Belize,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,102
,,China,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,80
,,Grenada,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,..
,,Armenia,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,60
,,Turkey,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,3
,,Suriname,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,..
,,Jordan,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,63
,,Peru,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,86
,,Lebanon,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,74
,,Ecuador,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,28
,,Philippines,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,75
,,Tunisia,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,82
,,Fiji,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,72
,,Saint Vincent and the Grenadines,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,39
,,Iran (Islamic Republic of),MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,64
,,Paraguay,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,33
,,Georgia,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,91
,,Guyana,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,40
,,Azerbaijan,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,55
,,Sri Lanka,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,86
,,Maldives,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,94
,,Jamaica,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,61
,,Cape Verde,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,34
,,El Salvador,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,67
,,Algeria,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,106
,,Viet Nam,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,84
,,Occupied Palestinian Territories,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,1
,,Indonesia,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,66
,,Syrian Arab Republic,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,42
,,Turkmenistan,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,43
,,Nicaragua,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,88
,,Moldova,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,65
,,Egypt,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,63
,,Uzbekistan,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,39
,,Mongolia,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,82
,,Honduras,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,82
,,Kyrgyzstan,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,67
,,Bolivia,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,72
,,Guatemala,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,55
,,Gabon,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,57
,,Vanuatu,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,61
,,South Africa,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,103
,,Tajikistan,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,22
,,Sao Tome and Principe,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,..
,,Botswana,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,69
,,Namibia,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,90
,,Morocco,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,101
,,Equatorial Guinea,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,81
,,India,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,61
,,Solomon Islands,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,55
,,Lao People's Democratic Republic,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,68
,,Cambodia,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,66
,,Myanmar,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,95
,,Bhutan,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,31
,,Comoros,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,49
,,Ghana,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,37
,,Pakistan,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,37
,,Mauritania,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,28
,,Lesotho,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,85
,,Congo,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,57
,,Bangladesh,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,59
,,Swaziland,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,42
,,Nepal,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,67
,,Madagascar,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,67
,,Cameroon,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,106
,,Papua New Guinea,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,21
,,Haiti,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,57
,,Sudan,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,35
,,Kenya,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,43
,,Djibouti,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,42
,,Timor-Leste,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,44
,,Zimbabwe,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,41
,,Togo,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,18
,,Yemen,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,41
,,Uganda,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,45
,,Gambia,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,69
,,Senegal,LOW HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,51
,,Eritrea,LOW HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,13
,,Nigeria,LOW HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,22
,,Tanzania (United Republic of),LOW HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,45
,,Guinea,LOW HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,56
,,Rwanda,LOW HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,29
,,Angola,LOW HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,85
,,Benin,LOW HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,83
,,Malawi,LOW HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,39
,,Zambia,LOW HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,52
,,Côte d'Ivoire,LOW HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,38
,,Burundi,LOW HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,30
,,Congo (Democratic Republic of the),LOW HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,72
,,Ethiopia,LOW HUMAN DEVELOPMENT,Tuberculosis cases Detected under DOTSd 2005,33
,,Chad,,Tuberculosis cases Detected under DOTSd 2005,22
,,Central African Republic,,Tuberculosis cases Detected under DOTSd 2005,40
,,Mozambique,,Tuberculosis cases Detected under DOTSd 2005,49
,,Mali,,Tuberculosis cases Detected under DOTSd 2005,21
,,Niger,,Tuberculosis cases Detected under DOTSd 2005,50
,,Guinea-Bissau,,Tuberculosis cases Detected under DOTSd 2005,79
,,Burkina Faso,,Tuberculosis cases Detected under DOTSd 2005,18
,,Sierra Leone,,Tuberculosis cases Detected under DOTSd 2005,37
,,Iceland,HIGH HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,50
,,Norway,HIGH HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,89
,,Australia,HIGH HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,85
,,Canada,HIGH HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,62
,,Ireland,HIGH HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,..
,,Sweden,HIGH HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,64
,,Switzerland,HIGH HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,..
,,Japan,HIGH HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,57
,,Netherlands,HIGH HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,83
,,France,HIGH HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,..
,,Finland,HIGH HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,..
,,United States,HIGH HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,61
,,Spain,HIGH HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,..
,,Denmark,HIGH HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,88
,,Austria,HIGH HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,69
,,United Kingdom,HIGH HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,..
,,Belgium,HIGH HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,72
,,Luxembourg,HIGH HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,..
,,New Zealand,HIGH HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,66
,,Italy,HIGH HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,95
,,"Hong Kong, China (SAR)",HIGH HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,78
,,Germany,HIGH HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,68
,,Israel,HIGH HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,80
,,Greece,HIGH HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,..
,,Singapore,HIGH HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,81
,,Korea (Republic of),HIGH HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,80
,,Slovenia,HIGH HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,90
,,Cyprus,HIGH HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,20
,,Portugal,HIGH HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,84
,,Brunei Darussalam,HIGH HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,71
,,Barbados,HIGH HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,100
,,Czech Republic,HIGH HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,73
,,Kuwait,HIGH HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,63
,,Malta,HIGH HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,100
,,Qatar,HIGH HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,78
,,Hungary,HIGH HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,54
,,Poland,HIGH HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,79
,,Argentina,HIGH HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,58
,,United Arab Emirates,HIGH HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,70
,,Chile,HIGH HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,83
,,Bahrain,HIGH HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,82
,,Slovakia,HIGH HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,88
,,Lithuania,HIGH HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,72
,,Estonia,HIGH HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,71
,,Latvia,HIGH HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,73
,,Uruguay,HIGH HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,86
,,Croatia,HIGH HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,..
,,Costa Rica,HIGH HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,94
,,Bahamas,HIGH HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,62
,,Seychelles,HIGH HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,92
,,Cuba,HIGH HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,93
,,Mexico,HIGH HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,82
,,Bulgaria,HIGH HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,80
,,Saint Kitts and Nevis,HIGH HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,50
,,Tonga,HIGH HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,83
,,Libyan Arab Jamahiriya,HIGH HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,64
,,Antigua and Barbuda,HIGH HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,100
,,Oman,HIGH HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,90
,,Trinidad and Tobago,HIGH HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,..
,,Romania,HIGH HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,82
,,Saudi Arabia,HIGH HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,82
,,Panama,HIGH HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,78
,,Malaysia,HIGH HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,56
,,Belarus,HIGH HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,74
,,Mauritius,HIGH HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,89
,,Bosnia and Herzegovina,HIGH HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,98
,,Russian Federation,HIGH HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,59
,,Albania,HIGH HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,78
,,Macedonia (TFYR),HIGH HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,84
,,Brazil,HIGH HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,81
,,Dominica,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,100
,,Saint Lucia,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,64
,,Kazakhstan,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,72
,,Venezuela (Bolivarian Republic of),MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,81
,,Colombia,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,85
,,Ukraine,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,..
,,Samoa,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,100
,,Thailand,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,74
,,Dominican Republic,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,80
,,Belize,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,60
,,China,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,94
,,Grenada,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,..
,,Armenia,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,71
,,Turkey,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,91
,,Suriname,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,..
,,Jordan,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,85
,,Peru,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,90
,,Lebanon,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,90
,,Ecuador,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,85
,,Philippines,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,87
,,Tunisia,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,90
,,Fiji,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,86
,,Saint Vincent and the Grenadines,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,86
,,Iran (Islamic Republic of),MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,84
,,Paraguay,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,83
,,Georgia,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,68
,,Guyana,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,72
,,Azerbaijan,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,60
,,Sri Lanka,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,85
,,Maldives,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,95
,,Jamaica,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,46
,,Cape Verde,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,71
,,El Salvador,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,90
,,Algeria,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,91
,,Viet Nam,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,93
,,Occupied Palestinian Territories,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,80
,,Indonesia,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,90
,,Syrian Arab Republic,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,86
,,Turkmenistan,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,86
,,Nicaragua,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,87
,,Moldova,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,62
,,Egypt,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,70
,,Uzbekistan,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,78
,,Mongolia,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,88
,,Honduras,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,85
,,Kyrgyzstan,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,85
,,Bolivia,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,80
,,Guatemala,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,85
,,Gabon,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,40
,,Vanuatu,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,90
,,South Africa,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,70
,,Tajikistan,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,84
,,Sao Tome and Principe,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,..
,,Botswana,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,65
,,Namibia,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,68
,,Morocco,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,87
,,Equatorial Guinea,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,51
